label,product,szenariodate,memory_total (MB),memory_rss (MB),memory_cache(MB),memory_swap(MB),memory_pgpgin (pages),memory_pgpgout (pages),memory_quota (MB)
Jasper-3c,Jasper,3c, 1.517981702E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981723E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981743E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981764E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981787E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981808E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981829E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.51798185E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981872E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981891E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981911E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981933E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981953E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981974E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981996E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982016E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982038E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982058E12,370.08,363.96,6.12,0.00,122355,27614,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982064E12,359.16,358.89,0.27,0.00,86384,24076,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982085E12,390.39,390.12,0.27,0.00,102717,32415,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982124E12,393.04,391.06,1.98,0.00,77106,32186,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982155E12,403.09,402.86,0.23,0.00,129246,27078,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982156E12,126.31,124.69,1.62,0.00,40641,20570,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982178E12,425.61,423.82,1.79,0.00,116993,28987,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982202E12,359.89,359.78,0.11,0.00,115764,23633,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982212E12,386.69,385.85,0.84,0.00,81865,40104,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982232E12,386.75,385.91,0.84,0.00,81880,40104,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982252E12,398.74,397.90,0.84,0.00,82412,40121,1024.00
PdfBox-deploy,PdfBox,deploy, 1.51798226E12,85.00,69.56,15.44,0.00,38994,17235,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982265E12,328.64,327.94,0.70,0.00,84333,23195,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982286E12,367.29,366.58,0.70,0.00,108376,37346,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982308E12,366.16,365.46,0.70,0.00,108583,37841,1024.00
PdfBox-deploy,PdfBox,deploy, 1.51798232E12,150.27,146.18,4.08,0.00,60493,22025,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982324E12,307.30,304.60,2.70,0.00,99424,21267,1024.00
PdfBox-deploy,PdfBox,deploy, 1.51798234E12,403.53,399.28,4.25,0.00,139317,36013,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982381E12,377.18,376.93,0.25,0.00,133306,36749,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982402E12,377.01,376.76,0.25,0.00,133310,36795,1024.00
PdfBox-deploy,PdfBox,deploy, 1.51798243E12,369.21,359.93,9.29,0.00,119586,26090,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982446E12,401.63,400.71,0.93,0.00,128059,33417,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982467E12,401.72,400.79,0.93,0.00,128081,33417,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982495E12,248.33,247.75,0.59,0.00,135473,71900,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982505E12,445.33,445.27,0.06,0.00,87088,29294,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982525E12,404.71,404.65,0.06,0.00,87091,39696,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982542E12,353.20,353.14,0.06,0.00,113008,24121,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982545E12,352.25,352.19,0.06,0.00,116932,30334,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982565E12,390.23,390.11,0.12,0.00,133326,37516,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982585E12,40.81,38.75,2.06,0.00,21906,16569,1024.00
PdfBox-deploy,PdfBox,deploy, 1.5179826E12,288.42,288.07,0.35,0.00,96128,22292,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982619E12,397.52,397.17,0.35,0.00,129326,27561,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982644E12,394.35,387.07,7.28,0.00,138708,38266,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982666E12,394.19,386.91,7.28,0.00,138714,38312,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982688E12,394.54,387.26,7.28,0.00,138821,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.51798271E12,394.57,387.29,7.28,0.00,138827,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982732E12,394.59,387.30,7.28,0.00,138832,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982753E12,394.59,387.31,7.28,0.00,138833,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982776E12,394.63,387.35,7.28,0.00,138844,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982798E12,394.64,387.36,7.28,0.00,138847,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.51798282E12,394.65,387.37,7.28,0.00,138848,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982842E12,394.69,387.41,7.28,0.00,138859,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982863E12,394.71,387.43,7.28,0.00,138863,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982886E12,394.73,387.45,7.28,0.00,138869,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982908E12,394.74,387.46,7.28,0.00,138871,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.51798293E12,394.74,387.46,7.28,0.00,138871,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982952E12,394.76,387.48,7.28,0.00,138876,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982973E12,394.77,387.49,7.28,0.00,138880,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517982995E12,394.78,387.50,7.28,0.00,138882,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517983018E12,394.78,387.50,7.28,0.00,138882,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.51798304E12,394.79,387.51,7.28,0.00,138885,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517983062E12,394.81,387.53,7.28,0.00,138889,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517983084E12,394.82,387.54,7.28,0.00,138893,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517983106E12,394.82,387.54,7.28,0.00,138893,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517983128E12,394.88,387.60,7.28,0.00,138908,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.51798315E12,394.88,387.60,7.28,0.00,138908,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517983172E12,394.90,387.62,7.28,0.00,138912,38329,1024.00
PdfBox-deploy,PdfBox,deploy, 1.517983194E12,394.91,387.63,7.28,0.00,138916,38329,1024.00
PdfBox-1a,PdfBox,1a, 1.517983216E12,532.03,518.74,13.29,0.00,179443,44265,1024.00
PdfBox-1a,PdfBox,1a, 1.517983241E12,571.14,557.86,13.28,0.00,194862,52228,1024.00
PdfBox-1a,PdfBox,1a, 1.517983263E12,614.53,601.25,13.28,0.00,214347,60605,1024.00
PdfBox-1a,PdfBox,1a, 1.517983283E12,630.09,616.81,13.28,0.00,221761,64034,1024.00
PdfBox-1a,PdfBox,1a, 1.517983307E12,663.03,649.75,13.28,0.00,235078,69431,1024.00
PdfBox-1a,PdfBox,1a, 1.517983328E12,692.45,679.17,13.28,0.00,247403,74223,1024.00
PdfBox-1a,PdfBox,1a, 1.517983348E12,713.91,700.63,13.28,0.00,256384,78221,1024.00
PdfBox-1a,PdfBox,1a, 1.517983371E12,782.16,768.87,13.29,0.00,277985,83885,1024.00
PdfBox-1a,PdfBox,1a, 1.517983393E12,812.66,799.38,13.28,0.00,291006,89097,1024.00
PdfBox-1a,PdfBox,1a, 1.517983415E12,861.91,848.63,13.28,0.00,308314,93796,1024.00
PdfBox-1a,PdfBox,1a, 1.517983437E12,857.91,849.77,8.14,0.00,313055,99562,1024.00
PdfBox-1a,PdfBox,1a, 1.51798346E12,876.68,868.61,8.07,0.00,320435,105204,1024.00
PdfBox-1a,PdfBox,1a, 1.517983481E12,915.99,907.95,8.05,0.00,331272,110064,1024.00
PdfBox-1a,PdfBox,1a, 1.517983503E12,928.43,920.38,8.05,0.00,339492,115101,1024.00
PdfBox-1a,PdfBox,1a, 1.517983524E12,927.75,919.70,8.05,0.00,344696,120478,1024.00
PdfBox-1a,PdfBox,1a, 1.517983547E12,927.87,919.82,8.05,0.00,350081,125832,1024.00
PdfBox-1a,PdfBox,1a, 1.517983568E12,928.21,920.17,8.05,0.00,355237,130900,1024.00
PdfBox-1a,PdfBox,1a, 1.51798359E12,928.04,919.99,8.05,0.00,360483,136192,1024.00
PdfBox-1a,PdfBox,1a, 1.517983612E12,928.92,920.87,8.05,0.00,365922,141405,1024.00
PdfBox-1a,PdfBox,1a, 1.517983634E12,927.22,919.17,8.05,0.00,370916,146834,1024.00
PdfBox-1a,PdfBox,1a, 1.517983656E12,928.91,920.86,8.05,0.00,376169,152166,1024.00
PdfBox-1a,PdfBox,1a, 1.517983679E12,928.81,920.80,8.01,0.00,380899,156921,1024.00
PdfBox-1a,PdfBox,1a, 1.5179837E12,924.94,916.93,8.01,0.00,386183,163706,1024.00
PdfBox-1a,PdfBox,1a, 1.517983722E12,924.53,916.52,8.01,0.00,391162,168790,1024.00
PdfBox-1a,PdfBox,1a, 1.517983744E12,923.73,915.75,7.98,0.00,395335,173167,1024.00
PdfBox-1a,PdfBox,1a, 1.517983766E12,924.27,916.31,7.95,0.00,400104,177800,1024.00
PdfBox-1a,PdfBox,1a, 1.517983788E12,925.32,917.38,7.95,0.00,404949,182886,1024.00
PdfBox-1a,PdfBox,1a, 1.51798381E12,926.09,918.14,7.95,0.00,407337,185078,1024.00
PdfBox-1a,PdfBox,1a, 1.517983832E12,926.10,918.16,7.95,0.00,407341,185078,1024.00
PdfBox-1a,PdfBox,1a, 1.517983854E12,926.11,918.16,7.95,0.00,407342,185078,1024.00
PdfBox-1a,PdfBox,1a, 1.517983876E12,925.18,917.24,7.95,0.00,407347,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517983898E12,925.20,917.26,7.95,0.00,407352,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.51798392E12,925.22,917.28,7.95,0.00,407357,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517983942E12,925.22,917.28,7.95,0.00,407357,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517983964E12,925.22,917.28,7.95,0.00,407357,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517983986E12,925.22,917.28,7.95,0.00,407357,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517984008E12,925.22,917.28,7.95,0.00,407357,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.51798403E12,925.23,917.28,7.95,0.00,407358,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517984052E12,925.23,917.28,7.95,0.00,407358,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517984074E12,925.23,917.28,7.95,0.00,407358,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517984096E12,925.23,917.28,7.95,0.00,407358,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517984118E12,925.23,917.28,7.95,0.00,407358,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.51798414E12,925.23,917.28,7.95,0.00,407358,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517984162E12,925.23,917.28,7.95,0.00,407358,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517984184E12,925.23,917.28,7.95,0.00,407358,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517984205E12,925.23,917.29,7.95,0.00,407359,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517984228E12,925.23,917.29,7.95,0.00,407359,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.51798425E12,925.23,917.29,7.95,0.00,407360,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517984272E12,925.23,917.29,7.95,0.00,407360,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517984294E12,925.23,917.29,7.95,0.00,407360,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517984316E12,925.23,917.29,7.95,0.00,407360,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517984337E12,925.24,917.29,7.95,0.00,407361,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.51798436E12,925.24,917.29,7.95,0.00,407361,185319,1024.00
PdfBox-1a,PdfBox,1a, 1.517984382E12,925.24,917.30,7.95,0.00,407362,185319,1024.00
PdfBox-1b,PdfBox,1b, 1.517984404E12,925.45,917.50,7.95,0.00,408219,186123,1024.00
PdfBox-1b,PdfBox,1b, 1.517984426E12,924.37,916.41,7.96,0.00,416724,195416,1024.00
PdfBox-1b,PdfBox,1b, 1.517984448E12,924.98,917.04,7.95,0.00,425425,203960,1024.00
PdfBox-1b,PdfBox,1b, 1.51798447E12,926.27,918.33,7.95,0.00,434280,212484,1024.00
PdfBox-1b,PdfBox,1b, 1.517984492E12,926.07,918.12,7.95,0.00,441034,219290,1024.00
PdfBox-1b,PdfBox,1b, 1.517984514E12,926.22,918.27,7.95,0.00,448235,226453,1024.00
PdfBox-1b,PdfBox,1b, 1.517984536E12,927.54,919.59,7.95,0.00,456408,234289,1024.00
PdfBox-1b,PdfBox,1b, 1.517984558E12,927.04,919.09,7.95,0.00,465158,243166,1024.00
PdfBox-1b,PdfBox,1b, 1.517984581E12,927.15,919.21,7.95,0.00,473167,251146,1024.00
PdfBox-1b,PdfBox,1b, 1.517984603E12,925.03,919.39,5.64,0.00,480665,259187,1024.00
PdfBox-1b,PdfBox,1b, 1.517984624E12,921.49,919.47,2.02,0.00,488948,268377,1024.00
PdfBox-1b,PdfBox,1b, 1.517984648E12,921.60,919.62,1.98,0.00,498047,277447,1024.00
PdfBox-1b,PdfBox,1b, 1.51798467E12,921.23,919.27,1.95,0.00,506665,286161,1024.00
PdfBox-1b,PdfBox,1b, 1.51798469E12,920.95,918.99,1.95,0.00,514564,294132,1024.00
PdfBox-1b,PdfBox,1b, 1.517984712E12,922.05,920.09,1.95,0.00,522925,302722,1024.00
PdfBox-1b,PdfBox,1b, 1.517984735E12,922.28,920.33,1.95,0.00,531857,311594,1024.00
PdfBox-1b,PdfBox,1b, 1.517984756E12,921.89,919.93,1.95,0.00,539726,319564,1024.00
PdfBox-1b,PdfBox,1b, 1.517984778E12,923.59,921.64,1.95,0.00,548607,328008,1024.00
PdfBox-1b,PdfBox,1b, 1.517984803E12,923.72,921.77,1.95,0.00,556968,336337,1024.00
PdfBox-1b,PdfBox,1b, 1.517984822E12,923.84,921.88,1.95,0.00,563346,342685,1024.00
PdfBox-1b,PdfBox,1b, 1.517984844E12,923.92,921.96,1.95,0.00,568401,347719,1024.00
PdfBox-1b,PdfBox,1b, 1.517984866E12,923.97,922.02,1.95,0.00,573802,353106,1024.00
PdfBox-1b,PdfBox,1b, 1.517984888E12,924.74,922.79,1.95,0.00,582270,361378,1024.00
PdfBox-1b,PdfBox,1b, 1.517984911E12,925.07,923.12,1.95,0.00,590885,369907,1024.00
PdfBox-1b,PdfBox,1b, 1.517984933E12,925.10,923.15,1.95,0.00,599995,379010,1024.00
PdfBox-1b,PdfBox,1b, 1.517984955E12,924.87,922.92,1.95,0.00,608776,387850,1024.00
PdfBox-1b,PdfBox,1b, 1.517984976E12,925.15,923.20,1.95,0.00,617034,396036,1024.00
PdfBox-1b,PdfBox,1b, 1.517984998E12,924.35,922.40,1.95,0.00,625497,404704,1024.00
PdfBox-1b,PdfBox,1b, 1.51798502E12,924.36,922.41,1.95,0.00,625727,404932,1024.00
PdfBox-1b,PdfBox,1b, 1.517985042E12,924.38,922.43,1.95,0.00,625732,404932,1024.00
PdfBox-1b,PdfBox,1b, 1.517985064E12,923.58,921.63,1.95,0.00,625732,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985086E12,923.58,921.63,1.95,0.00,625732,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985108E12,923.58,921.63,1.95,0.00,625732,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.51798513E12,923.58,921.63,1.95,0.00,625732,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985151E12,923.58,921.63,1.95,0.00,625732,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985173E12,923.63,921.68,1.95,0.00,625744,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985196E12,923.68,921.72,1.95,0.00,625756,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985218E12,923.68,921.72,1.95,0.00,625756,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985241E12,923.68,921.72,1.95,0.00,625756,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985262E12,923.68,921.72,1.95,0.00,625756,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985285E12,923.68,921.72,1.95,0.00,625756,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985307E12,923.68,921.72,1.95,0.00,625756,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985328E12,923.68,921.73,1.95,0.00,625757,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.51798535E12,923.68,921.73,1.95,0.00,625757,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985371E12,923.68,921.73,1.95,0.00,625757,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985393E12,923.68,921.73,1.95,0.00,625757,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985416E12,923.68,921.73,1.95,0.00,625757,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985438E12,923.68,921.73,1.95,0.00,625757,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.51798546E12,923.68,921.73,1.95,0.00,625757,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985482E12,923.68,921.73,1.95,0.00,625757,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985504E12,923.68,921.73,1.95,0.00,625757,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985526E12,923.68,921.73,1.95,0.00,625757,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985548E12,923.68,921.73,1.95,0.00,625757,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.51798557E12,923.68,921.73,1.95,0.00,625757,405136,1024.00
PdfBox-1b,PdfBox,1b, 1.517985592E12,923.68,921.73,1.95,0.00,625757,405136,1024.00
PdfBox-1c,PdfBox,1c, 1.517985614E12,931.97,930.01,1.96,0.00,631072,408840,1024.00
PdfBox-1c,PdfBox,1c, 1.517985637E12,933.49,931.53,1.96,0.00,638505,415884,1024.00
PdfBox-1c,PdfBox,1c, 1.517985658E12,934.63,932.67,1.96,0.00,643793,420880,1024.00
PdfBox-1c,PdfBox,1c, 1.517985681E12,936.91,934.95,1.96,0.00,650462,426965,1024.00
PdfBox-1c,PdfBox,1c, 1.517985702E12,935.00,933.02,1.98,0.00,658018,435010,1024.00
PdfBox-1c,PdfBox,1c, 1.517985726E12,937.50,935.54,1.96,0.00,665506,441858,1024.00
PdfBox-1c,PdfBox,1c, 1.517985748E12,938.06,936.10,1.96,0.00,672985,449193,1024.00
PdfBox-1c,PdfBox,1c, 1.517985769E12,938.64,936.68,1.96,0.00,678776,454836,1024.00
PdfBox-1c,PdfBox,1c, 1.51798579E12,937.62,935.66,1.96,0.00,685669,461991,1024.00
PdfBox-1c,PdfBox,1c, 1.517985812E12,940.11,938.15,1.96,0.00,693019,468703,1024.00
PdfBox-1c,PdfBox,1c, 1.517985835E12,940.63,938.66,1.97,0.00,701116,476666,1024.00
PdfBox-1c,PdfBox,1c, 1.517985856E12,941.67,939.71,1.96,0.00,708201,483486,1024.00
PdfBox-1c,PdfBox,1c, 1.517985879E12,941.46,939.50,1.96,0.00,715962,491299,1024.00
PdfBox-1c,PdfBox,1c, 1.5179859E12,940.99,939.03,1.96,0.00,722864,498322,1024.00
PdfBox-1c,PdfBox,1c, 1.517985922E12,942.41,940.45,1.96,0.00,730324,505420,1024.00
PdfBox-1c,PdfBox,1c, 1.517985944E12,942.76,940.80,1.96,0.00,737604,513121,1024.00
PdfBox-1c,PdfBox,1c, 1.517985966E12,943.19,941.23,1.96,0.00,744800,520207,1024.00
PdfBox-1c,PdfBox,1c, 1.517985988E12,943.89,941.93,1.96,0.00,752583,527811,1024.00
PdfBox-1c,PdfBox,1c, 1.51798601E12,942.81,940.85,1.96,0.00,760005,535508,1024.00
PdfBox-1c,PdfBox,1c, 1.517986033E12,941.87,939.91,1.96,0.00,767892,543637,1024.00
PdfBox-1c,PdfBox,1c, 1.517986055E12,944.08,942.12,1.96,0.00,775797,550975,1024.00
PdfBox-1c,PdfBox,1c, 1.517986077E12,942.63,940.67,1.96,0.00,782741,558290,1024.00
PdfBox-1c,PdfBox,1c, 1.517986098E12,943.40,941.44,1.96,0.00,788900,564252,1024.00
PdfBox-1c,PdfBox,1c, 1.51798612E12,945.22,943.25,1.98,0.00,796272,571158,1024.00
PdfBox-1c,PdfBox,1c, 1.517986142E12,943.60,941.62,1.98,0.00,802428,577729,1024.00
PdfBox-1c,PdfBox,1c, 1.517986164E12,944.83,942.87,1.96,0.00,809173,585182,1024.00
PdfBox-1c,PdfBox,1c, 1.517986186E12,943.95,941.97,1.98,0.00,816352,592585,1024.00
PdfBox-1c,PdfBox,1c, 1.517986207E12,944.96,943.00,1.96,0.00,819240,595725,1024.00
PdfBox-1c,PdfBox,1c, 1.51798623E12,944.96,943.00,1.96,0.00,819240,595725,1024.00
PdfBox-1c,PdfBox,1c, 1.517986251E12,944.97,943.01,1.96,0.00,828904,605388,1024.00
PdfBox-1c,PdfBox,1c, 1.517986274E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986296E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986317E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.51798634E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986362E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986384E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986406E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986427E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.51798645E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986472E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986493E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986515E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986538E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986559E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986582E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986604E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986625E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986647E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.51798667E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986691E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986713E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986735E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.517986757E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-1c,PdfBox,1c, 1.51798678E12,942.07,940.11,1.96,0.00,828904,606131,1024.00
PdfBox-2a,PdfBox,2a, 1.517986802E12,944.65,942.20,2.45,0.00,829899,606464,1024.00
PdfBox-2a,PdfBox,2a, 1.517986824E12,945.86,943.41,2.45,0.00,837117,613373,1024.00
PdfBox-2a,PdfBox,2a, 1.517986845E12,945.99,943.49,2.50,0.00,844116,620339,1024.00
PdfBox-2a,PdfBox,2a, 1.517986868E12,946.51,944.02,2.50,0.00,851676,627765,1024.00
PdfBox-2a,PdfBox,2a, 1.51798689E12,946.87,944.42,2.45,0.00,860164,636161,1024.00
PdfBox-2a,PdfBox,2a, 1.517986912E12,947.17,944.54,2.63,0.00,868321,644241,1024.00
PdfBox-2a,PdfBox,2a, 1.517986935E12,946.76,944.12,2.64,0.00,876327,652353,1024.00
PdfBox-2a,PdfBox,2a, 1.517986956E12,946.87,944.21,2.66,0.00,884051,660048,1024.00
PdfBox-2a,PdfBox,2a, 1.517986978E12,947.20,944.55,2.64,0.00,891730,667643,1024.00
PdfBox-2a,PdfBox,2a, 1.517987001E12,947.27,944.62,2.65,0.00,900033,675927,1024.00
PdfBox-2a,PdfBox,2a, 1.517987021E12,946.37,943.72,2.65,0.00,907764,683890,1024.00
PdfBox-2a,PdfBox,2a, 1.517987044E12,946.77,944.12,2.65,0.00,916334,692356,1024.00
PdfBox-2a,PdfBox,2a, 1.517987066E12,946.38,943.73,2.65,0.00,924427,700551,1024.00
PdfBox-2a,PdfBox,2a, 1.517987087E12,947.32,944.67,2.65,0.00,932406,708288,1024.00
PdfBox-2a,PdfBox,2a, 1.51798711E12,947.25,944.60,2.65,0.00,941122,717023,1024.00
PdfBox-2a,PdfBox,2a, 1.517987132E12,947.06,944.41,2.65,0.00,949779,725727,1024.00
